CASENUM	VEH_NO	WEIGHT	REGION	STRATUM	PJ	PSU	PSUSTRAT	MVISOBSC
201218413151	1	1	2	2	2	72	13	0
201218413151	2	1	2	2	2	72	13	0
201218413158	1	20	2	6	2	72	13	0
201218413158	2	20	2	6	2	72	13	0
201218413161	1	1	2	2	2	72	13	0
201218413163	1	3	2	3	2	72	13	99
201218413182	1	45	2	4	2	72	13	99
201218413216	1	1	2	1	3	72	13	99
201218413218	2	1	2	2	3	72	13	0
201218413236	1	3	2	3	3	72	13	0
201218413239	1	3	2	3	3	72	13	0
201218413257	1	45	2	4	3	72	13	99
201218413294	1	20	2	6	4	72	13	0
201218413294	2	20	2	6	4	72	13	0
201218413310	1	3	2	3	4	72	13	99
201218413344	1	45	2	4	4	72	13	99
201218413344	2	45	2	4	4	72	13	99
201218413437	1	10	2	5	6	72	13	0
201218413437	2	10	2	5	6	72	13	0
201218413459	1	1	2	2	6	72	13	0
201218413459	2	1	2	2	6	72	13	0
201218413462	1	3	2	3	6	72	13	99
201218413462	2	3	2	3	6	72	13	0
201218413488	1	45	2	4	1	72	13	99
201218413488	2	45	2	4	1	72	13	0
201218413512	1	45	2	4	6	72	13	0
201218413512	2	45	2	4	6	72	13	0
201218413564	1	45	2	4	1	72	13	0
201218413564	2	45	2	4	1	72	13	0
201218413579	1	2	2	2	7	72	13	99
201218413579	2	2	2	2	7	72	13	0
201218413579	3	2	2	2	7	72	13	0
201218413579	4	2	2	2	7	72	13	0
201218413579	5	2	2	2	7	72	13	0
201218413579	6	2	2	2	7	72	13	0
201218413628	1	45	2	4	1	72	13	0
201218413675	1	45	2	4	2	72	13	0
201218413675	2	45	2	4	2	72	13	0
201218413720	1	45	2	4	2	72	13	0
201218413748	1	3	2	3	3	72	13	99
201218413748	2	3	2	3	3	72	13	99
201218413758	1	45	2	4	3	72	13	99
201218413758	2	45	2	4	3	72	13	99
201218413803	1	45	2	4	3	72	13	0
201218413855	1	45	2	4	4	72	13	0
201218413855	2	45	2	4	4	72	13	0
201218413900	1	45	2	4	4	72	13	99
201218413900	2	45	2	4	4	72	13	0
201218413944	1	3	2	3	6	72	13	99
201218413944	2	3	2	3	6	72	13	0
201218413963	1	45	2	4	6	72	13	99
201218413963	2	45	2	4	6	72	13	0
201218414008	1	45	2	4	6	72	13	0
201218414008	2	45	2	4	6	72	13	0
201218414008	3	45	2	4	6	72	13	0
201218414047	1	45	2	4	1	72	13	99
201218414047	2	45	2	4	1	72	13	99
201218414086	1	1	2	2	2	72	13	0
201218414086	2	1	2	2	2	72	13	0
201218414110	1	45	2	4	2	72	13	99
201218414110	2	45	2	4	2	72	13	0
201218414134	1	45	2	4	3	72	13	99
201218414134	2	45	2	4	3	72	13	0
201218414167	1	45	2	4	4	72	13	0
201218414167	2	45	2	4	4	72	13	0
201218414244	1	45	2	4	6	72	13	99
201218414244	2	45	2	4	6	72	13	99
201218414247	1	14	2	3	7	72	13	0
201218414254	1	3	2	3	1	72	13	0
201218414254	2	3	2	3	1	72	13	0
201218414262	1	45	2	4	1	72	13	99
201218414262	2	45	2	4	1	72	13	99
201218414307	1	45	2	4	1	72	13	0
201218414352	1	45	2	4	1	72	13	0
201218414352	2	45	2	4	1	72	13	0
201218414399	1	1	2	2	2	72	13	0
201218414399	2	1	2	2	2	72	13	0
201218414432	1	45	2	4	2	72	13	0
201218414432	2	45	2	4	2	72	13	0
201218414501	1	45	2	4	3	72	13	99
201218414501	2	45	2	4	3	72	13	0
201218414546	1	45	2	4	3	72	13	0
201218414546	2	45	2	4	3	72	13	0
201218414575	1	1	2	1	4	72	13	0
201218414575	2	1	2	1	4	72	13	0
201218414581	1	3	2	3	4	72	13	0
201218414592	1	45	2	4	4	72	13	99
201218414592	2	45	2	4	4	72	13	0
201218414637	1	45	2	4	4	72	13	0
201218414637	2	45	2	4	4	72	13	0
201218414682	1	45	2	4	4	72	13	0
201218414682	2	45	2	4	4	72	13	0
201218414733	1	45	2	4	6	72	13	0
201218414733	2	45	2	4	6	72	13	0
201218414778	1	45	2	4	6	72	13	99
201218414778	2	45	2	4	6	72	13	0
201218414797	1	1	2	2	1	72	13	0
201218414797	2	1	2	2	1	72	13	0
201218414800	1	45	2	4	1	72	13	99
201218414800	2	45	2	4	1	72	13	0
201218414845	1	45	2	4	1	72	13	99
201218414845	2	45	2	4	1	72	13	99
201218414890	1	45	2	4	1	72	13	99
201218414890	2	45	2	4	1	72	13	99
201218414935	1	45	2	4	1	72	13	0
201218414938	1	45	2	4	2	72	13	2
201218414938	2	45	2	4	2	72	13	0
201218414983	1	45	2	4	2	72	13	99
201218415010	1	20	2	6	3	72	13	0
201218415010	2	20	2	6	3	72	13	0
201218415053	1	45	2	4	3	72	13	0
201218415098	1	45	2	4	3	72	13	99
201218415098	2	45	2	4	3	72	13	0
201218415151	1	45	2	4	4	72	13	99
201218415151	2	45	2	4	4	72	13	99
201218415245	1	45	2	4	6	72	13	0
201218415245	2	45	2	4	6	72	13	0
201218415290	1	45	2	4	6	72	13	99
201218415290	2	45	2	4	6	72	13	99
201218415316	1	20	2	6	1	72	13	0
201218415367	1	45	2	4	1	72	13	0
201218415367	2	45	2	4	1	72	13	0
201218415412	1	45	2	4	1	72	13	99
201218415459	1	45	2	4	1	72	13	0
201218415504	1	45	2	4	1	72	13	0
201218415504	2	45	2	4	1	72	13	0
201218415549	1	45	2	4	1	72	13	0
201218415549	2	45	2	4	1	72	13	0
201218415602	1	45	2	4	2	72	13	0
201218415602	2	45	2	4	2	72	13	0
201218415647	1	45	2	4	2	72	13	99
201218415647	2	45	2	4	2	72	13	0
201218415647	3	45	2	4	2	72	13	99
201218415692	1	45	2	4	2	72	13	0
201218415692	2	45	2	4	2	72	13	0
201218415758	1	45	2	4	3	72	13	0
201218415758	2	45	2	4	3	72	13	99
201218415803	1	45	2	4	3	72	13	0
201218415803	2	45	2	4	3	72	13	0
201218415848	1	45	2	4	3	72	13	0
201218415848	2	45	2	4	3	72	13	0
201218415891	1	20	2	6	4	72	13	2
201218415891	2	20	2	6	4	72	13	0
201218415891	3	20	2	6	4	72	13	0
201218415896	1	3	2	3	4	72	13	0
201218415925	1	45	2	4	4	72	13	99
201218415970	1	45	2	4	4	72	13	0
201218415970	2	45	2	4	4	72	13	0
201218416015	1	45	2	4	4	72	13	0
201218416015	2	45	2	4	4	72	13	0
201218416060	1	45	2	4	4	72	13	0
201218416060	2	45	2	4	4	72	13	0
201218416083	1	20	2	6	6	72	13	99
201218416083	2	20	2	6	6	72	13	99
201218416087	1	1	2	2	6	72	13	0
201218416122	1	45	2	4	6	72	13	99
201218416122	2	45	2	4	6	72	13	0
201218416167	1	45	2	4	6	72	13	0
201218416167	2	45	2	4	6	72	13	0
201218416212	1	45	2	4	6	72	13	99
201218416212	2	45	2	4	6	72	13	0
201218416300	1	3	2	3	1	72	13	7
201218416315	1	45	2	4	1	72	13	99
201218416315	2	45	2	4	1	72	13	0
201218416360	1	45	2	4	1	72	13	0
201218416360	2	45	2	4	1	72	13	0
201218416407	1	45	2	4	1	72	13	0
201218416441	1	45	2	4	2	72	13	0
201218416441	2	45	2	4	2	72	13	0
201218416486	1	45	2	4	2	72	13	99
201218416500	1	3	2	3	3	72	13	0
201218416503	1	3	2	3	3	72	13	0
201218416506	1	45	2	4	3	72	13	0
201218416551	1	45	2	4	3	72	13	99
201218416602	1	45	2	4	4	72	13	0
201218416602	2	45	2	4	4	72	13	0
201218416647	1	45	2	4	4	72	13	0
201218416647	2	45	2	4	4	72	13	0
201218416682	1	45	2	4	6	72	13	0
201218416682	2	45	2	4	6	72	13	0
201218416727	1	45	2	4	6	72	13	0
201218416727	2	45	2	4	6	72	13	0
201218416774	1	20	2	6	1	72	13	0
201218416788	1	3	2	3	1	72	13	99
201218416791	1	3	2	3	1	72	13	0
201218416821	1	45	2	4	1	72	13	99
201218416821	2	45	2	4	1	72	13	0
201218416866	1	45	2	4	1	72	13	0
201218416866	2	45	2	4	1	72	13	0
201218416911	1	45	2	4	1	72	13	99
201218416911	2	45	2	4	1	72	13	0
201218416956	1	45	2	4	1	72	13	0
201218416956	2	45	2	4	1	72	13	0
201218416987	1	10	2	5	2	72	13	0
201218416997	1	3	2	3	2	72	13	99
201218416997	2	3	2	3	2	72	13	0
201218417037	1	45	2	4	2	72	13	0
201218417037	2	45	2	4	2	72	13	0
201218417082	1	45	2	4	2	72	13	0
201218417098	1	10	2	5	3	72	13	0
201218417112	1	3	2	3	3	72	13	0
201218417130	1	45	2	4	3	72	13	0
201218417175	1	45	2	4	3	72	13	0
201218417175	2	45	2	4	3	72	13	0
201218417220	1	45	2	4	3	72	13	99
201218417220	2	45	2	4	3	72	13	0
201218417239	1	1	2	1	4	72	13	0
201218417267	1	45	2	4	4	72	13	0
201218417267	2	45	2	4	4	72	13	0
201218417312	2	45	2	4	4	72	13	0
201218417357	1	45	2	4	4	72	13	0
201218417357	2	45	2	4	4	72	13	0
201218417380	1	1	2	1	6	72	13	99
201218417380	2	1	2	1	6	72	13	0
201218417382	1	1	2	2	6	72	13	0
201218417382	2	1	2	2	6	72	13	0
201218417391	1	3	2	3	6	72	13	0
201218417402	1	45	2	4	6	72	13	0
201218417402	2	45	2	4	6	72	13	0
201218417447	1	45	2	4	6	72	13	99
201218417447	2	45	2	4	6	72	13	99
201218417490	1	2	2	2	7	72	13	0
201218417490	2	2	2	2	7	72	13	0
201218417523	1	20	2	6	1	72	13	2
201218417523	2	20	2	6	1	72	13	0
201218417524	1	1	2	2	1	72	13	99
201218417524	2	1	2	2	1	72	13	0
201218417543	1	45	2	4	1	72	13	0
201218417543	2	45	2	4	1	72	13	0
201218417588	1	45	2	4	1	72	13	99
201218417588	2	45	2	4	1	72	13	99
201218417633	1	45	2	4	1	72	13	0
201218417633	2	45	2	4	1	72	13	0
201218417660	1	20	2	6	2	72	13	99
201218417660	2	20	2	6	2	72	13	0
201218417691	1	45	2	4	2	72	13	0
201218417691	2	45	2	4	2	72	13	0
201218417732	1	20	2	6	3	72	13	0
201218417762	1	45	2	4	3	72	13	99
201218417762	2	45	2	4	3	72	13	0
201218417807	1	45	2	4	3	72	13	99
201218417807	2	45	2	4	3	72	13	0
201218417819	1	3	2	3	4	72	13	99
201218417819	2	3	2	3	4	72	13	0
201218417843	1	45	2	4	4	72	13	0
201218417843	2	45	2	4	4	72	13	0
201218417889	1	45	2	4	4	72	13	0
201218417889	2	45	2	4	4	72	13	0
201218417923	1	45	2	4	6	72	13	99
201218417923	2	45	2	4	6	72	13	0
201218417969	1	45	2	4	6	72	13	0
201218417969	2	45	2	4	6	72	13	0
201218417969	3	45	2	4	6	72	13	0
201218418015	1	45	2	4	6	72	13	99
201218418060	1	45	2	4	1	72	13	0
201218418060	2	45	2	4	1	72	13	0
201218418105	1	45	2	4	1	72	13	0
201218418105	2	45	2	4	1	72	13	0
201218418150	1	45	2	4	1	72	13	99
201218418168	1	3	2	3	2	72	13	0
201218418168	2	3	2	3	2	72	13	0
201218418168	3	3	2	3	2	72	13	0
201218418174	1	45	2	4	2	72	13	99
201218418174	2	45	2	4	2	72	13	0
201218418219	1	45	2	4	2	72	13	99
201218418318	1	45	2	4	1	72	13	98
201218418318	2	45	2	4	1	72	13	98
201218418341	1	45	2	4	3	72	13	0
201218418341	2	45	2	4	3	72	13	0
201218418395	1	45	2	4	1	72	13	0
201218418395	2	45	2	4	1	72	13	0
201218418446	1	45	2	4	3	72	13	99
201218418446	2	45	2	4	3	72	13	0
201218418467	1	45	2	4	1	72	13	99
201218418467	2	45	2	4	1	72	13	99
201218418524	1	45	2	4	4	72	13	0
201218418524	2	45	2	4	4	72	13	0
201218418573	1	20	2	6	2	72	13	99
201218418574	1	1	2	2	2	72	13	98
201218418574	2	1	2	2	2	72	13	0
201218418586	1	45	2	4	2	72	13	0
201218418586	2	45	2	4	2	72	13	0
201218418640	1	45	2	4	4	72	13	0
201218418658	1	45	2	4	2	72	13	0
201218418658	2	45	2	4	2	72	13	0
201218418681	1	1	2	2	6	72	13	97
201218418681	2	1	2	2	6	72	13	97
201218418792	1	45	2	4	6	72	13	99
201218418817	1	45	2	4	3	72	13	99
201218418817	2	45	2	4	3	72	13	99
201218418895	1	45	2	4	6	72	13	0
201218418895	2	45	2	4	6	72	13	0
201218418900	1	45	2	4	3	72	13	99
201218418900	2	45	2	4	3	72	13	0
201218418929	1	20	2	6	4	72	13	0
201218418929	2	20	2	6	4	72	13	0
201218418961	1	45	2	4	4	72	13	99
201218418961	2	45	2	4	4	72	13	99
201218419006	1	45	2	4	4	72	13	0
201218419051	1	45	2	4	4	72	13	99
201218419051	2	45	2	4	4	72	13	99
201218419060	1	20	2	6	6	72	13	99
201218419060	2	20	2	6	6	72	13	99
201218419072	1	1	2	2	6	72	13	99
201218419072	2	1	2	2	6	72	13	0
201218419103	1	45	2	4	6	72	13	99
201218419103	2	45	2	4	6	72	13	0
201218419148	1	45	2	4	6	72	13	99
201218419148	2	45	2	4	6	72	13	99
201218419193	1	45	2	4	6	72	13	0
201218419193	2	45	2	4	6	72	13	99
201218419221	1	45	2	4	1	72	13	0
201218419221	2	45	2	4	1	72	13	0
201218419266	1	45	2	4	1	72	13	99
201218419266	2	45	2	4	1	72	13	0
201218419311	1	45	2	4	1	72	13	99
201218419353	1	3	2	3	2	72	13	99
201218419353	2	3	2	3	2	72	13	99
201218419355	1	45	2	4	2	72	13	99
201218419355	2	45	2	4	2	72	13	0
201218419355	3	45	2	4	2	72	13	0
201218419400	1	45	2	4	2	72	13	99
201218419431	1	3	2	3	3	72	13	0
201218419468	1	45	2	4	3	72	13	0
201218419468	2	45	2	4	3	72	13	0
201218419513	1	45	2	4	3	72	13	99
201218419513	2	45	2	4	3	72	13	99
201218419569	1	45	2	4	4	72	13	0
201218419569	2	45	2	4	4	72	13	0
201218419614	1	45	2	4	4	72	13	99
201218419614	2	45	2	4	4	72	13	99
201218419658	1	45	2	4	6	72	13	0
201218419658	2	45	2	4	6	72	13	0
201218419703	1	45	2	4	6	72	13	3
201218419703	2	45	2	4	6	72	13	0
201218419706	1	100	2	6	7	72	13	0
201218419706	2	100	2	6	7	72	13	0
201218419729	1	45	2	4	1	72	13	99
201218419774	1	45	2	4	1	72	13	99
201218419774	2	45	2	4	1	72	13	0
201218419781	1	1	2	2	2	72	13	99
201218419781	2	1	2	2	2	72	13	0
201218419789	1	3	2	3	2	72	13	0
201218419808	1	45	2	4	2	72	13	0
201218419808	2	45	2	4	2	72	13	0
201218419857	1	45	2	4	3	72	13	99
201218419857	2	45	2	4	3	72	13	97
201218419876	1	3	2	3	4	72	13	0
201218419914	1	45	2	4	4	72	13	99
201218419914	2	45	2	4	4	72	13	0
201218419995	1	45	2	4	6	72	13	99
201218420015	1	1	2	1	3	72	13	0
201218420015	2	1	2	1	3	72	13	0
201218420016	1	1	2	1	3	72	13	99
201218420016	2	1	2	1	3	72	13	99
201218420017	1	1	2	1	1	72	13	0
201218420018	1	1	2	2	6	72	13	0
201218420018	2	1	2	2	6	72	13	0
201218420019	1	2	2	1	7	72	13	0
201218420022	1	1	2	2	1	72	13	0
201218420022	2	1	2	2	1	72	13	0
201218420025	1	3	2	3	1	72	13	99
201218420025	2	3	2	3	1	72	13	0
201218420030	1	1	2	1	1	72	13	99
201218420030	2	1	2	1	1	72	13	0
201218420031	1	1	2	2	1	72	13	0
201218420031	2	1	2	2	1	72	13	0
201218420033	1	10	2	5	1	72	13	0
201218420033	2	10	2	5	1	72	13	0
201218420033	3	10	2	5	1	72	13	0
201218420035	1	20	2	6	1	72	13	99
201218420035	2	20	2	6	1	72	13	0
201218420037	1	1	2	2	1	72	13	99
201218420037	2	1	2	2	1	72	13	99
201218420056	1	1	2	2	2	72	13	0
201218420056	2	1	2	2	2	72	13	0
201218420057	1	1	2	2	2	72	13	0
201218420069	1	1	2	1	3	72	13	99
201218420073	1	3	2	3	3	72	13	99
201218420073	2	3	2	3	3	72	13	0
201218420103	1	20	2	6	6	72	13	0
201218420103	2	20	2	6	6	72	13	0
201218420104	1	1	2	2	6	72	13	0
201218420104	2	1	2	2	6	72	13	0
201218420105	1	3	2	3	6	72	13	99
201218420108	1	3	2	3	6	72	13	0
201218420108	2	3	2	3	6	72	13	0
201218420123	1	2	2	2	7	72	13	0
201218420123	2	2	2	2	7	72	13	0
201218420123	3	2	2	2	7	72	13	0
201218420154	1	226	2	4	7	72	13	99
201218420154	2	226	2	4	7	72	13	99
201218420222	1	1	2	2	2	72	13	0
201218420222	2	1	2	2	2	72	13	0
201218420238	1	20	2	6	3	72	13	0
201218420239	1	1	2	2	3	72	13	0
201218420239	2	1	2	2	3	72	13	0
201218420251	1	1	2	2	4	72	13	0
201218420256	1	1	2	1	6	72	13	99
201218420262	1	3	2	3	6	72	13	99
201218420262	2	3	2	3	6	72	13	0
201218420270	1	50	2	5	7	72	13	0
201218420270	2	50	2	5	7	72	13	0
201218420274	1	2	2	2	7	72	13	0
201218420274	2	2	2	2	7	72	13	0
201218420275	1	2	2	2	7	72	13	99
201218420275	2	2	2	2	7	72	13	0
201218420275	3	2	2	2	7	72	13	0
201218420291	1	2	2	2	7	72	13	0
201218420291	2	2	2	2	7	72	13	0
201218420292	1	2	2	2	7	72	13	0
201218420293	1	2	2	2	7	72	13	0
201218420293	2	2	2	2	7	72	13	99
201218420348	1	226	2	4	7	72	13	99
201218420348	2	226	2	4	7	72	13	99
201218420375	1	1	2	1	3	72	13	0
201218420377	1	1	2	1	6	72	13	0
201218420377	2	1	2	1	6	72	13	0
201218420378	1	1	2	1	6	72	13	0
201218420378	2	1	2	1	6	72	13	0
201218420380	1	1	2	1	2	72	13	0
201218420381	1	2	2	1	7	72	13	0
201218420381	2	2	2	1	7	72	13	0
201218420382	1	2	2	1	7	72	13	0
201218420394	1	1	2	2	1	72	13	0
201218420394	2	1	2	2	1	72	13	0
201218420395	1	1	2	2	1	72	13	0
201218420397	1	3	2	3	1	72	13	99
201218420418	1	45	2	4	1	72	13	0
201218420442	1	1	2	2	2	72	13	0
201218420443	1	1	2	2	2	72	13	0
201218420443	2	1	2	2	2	72	13	0
201218420444	1	1	2	2	2	72	13	0
201218420444	2	1	2	2	2	72	13	0
201218420445	1	3	2	3	2	72	13	0
201218420445	2	3	2	3	2	72	13	0
201218420463	1	45	2	4	2	72	13	0
201218420463	2	45	2	4	2	72	13	0
201218420474	1	1	2	2	1	72	13	0
201218420474	2	1	2	2	1	72	13	0
201218420475	1	1	2	1	3	72	13	99
201218420476	1	1	2	2	1	72	13	0
201218420476	2	1	2	2	1	72	13	0
201218420479	1	1	2	2	3	72	13	0
201218420479	2	1	2	2	3	72	13	95
201218420484	1	1	2	2	3	72	13	99
201218420484	2	1	2	2	3	72	13	0
201218420485	1	1	2	2	3	72	13	0
201218420491	1	1	2	2	3	72	13	99
201218420491	2	1	2	2	3	72	13	99
201218420495	1	3	2	3	3	72	13	0
201218420520	1	45	2	4	1	72	13	99
201218420520	2	45	2	4	1	72	13	0
201218420528	1	45	2	4	3	72	13	0
201218420564	1	10	2	5	2	72	13	0
201218420576	1	20	2	6	2	72	13	0
201218420576	2	20	2	6	2	72	13	0
201218420580	1	1	2	2	4	72	13	99
201218420580	2	1	2	2	4	72	13	0
201218420581	1	1	2	2	2	72	13	6
201218420581	2	1	2	2	2	72	13	0
201218420582	1	3	2	3	4	72	13	0
201218420583	1	3	2	3	2	72	13	0
201218420583	2	3	2	3	2	72	13	0
201218420592	1	45	2	4	4	72	13	0
201218420592	2	45	2	4	4	72	13	0
201218420641	1	1	2	1	3	72	13	99
201218420641	2	1	2	1	3	72	13	0
201218420642	1	1	2	1	3	72	13	0
201218420644	1	1	2	1	3	72	13	0
201218420646	1	1	2	2	3	72	13	0
201218420646	2	1	2	2	3	72	13	0
201218420646	3	1	2	2	3	72	13	0
201218420646	4	1	2	2	3	72	13	0
201218420648	1	1	2	2	3	72	13	0
201218420648	2	1	2	2	3	72	13	0
201218420655	1	10	2	5	3	72	13	0
201218420655	2	10	2	5	3	72	13	0
201218420655	3	10	2	5	3	72	13	0
201218420656	1	1	2	2	6	72	13	0
201218420656	2	1	2	2	6	72	13	99
201218420664	1	1	2	2	6	72	13	99
201218420668	1	3	2	3	3	72	13	0
201218420670	1	1	2	2	6	72	13	0
201218420670	2	1	2	2	6	72	13	0
201218420672	1	1	2	2	6	72	13	99
201218420672	2	1	2	2	6	72	13	0
201218420679	1	3	2	3	6	72	13	6
201218420708	1	45	2	4	3	72	13	0
201218420708	2	45	2	4	3	72	13	0
201218420736	1	1	2	1	4	72	13	99
201218420736	2	1	2	1	4	72	13	0
201218420736	3	1	2	1	4	72	13	0
201218420742	1	2	2	2	7	72	13	0
201218420742	2	2	2	2	7	72	13	0
201218420742	3	2	2	2	7	72	13	0
201218420748	1	1	2	2	4	72	13	0
201218420750	1	1	2	2	4	72	13	0
201218420752	1	1	2	2	4	72	13	99
201218420755	1	2	2	2	7	72	13	0
201218420755	2	2	2	2	7	72	13	0
201218420756	1	2	2	2	7	72	13	0
201218420756	2	2	2	2	7	72	13	0
201218420756	3	2	2	2	7	72	13	0
201218420758	1	2	2	2	7	72	13	99
201218420758	2	2	2	2	7	72	13	0
201218420782	1	45	2	4	4	72	13	0
201218420782	2	45	2	4	4	72	13	0
201218420803	1	100	2	6	7	72	13	0
201218420803	2	100	2	6	7	72	13	0
201218420803	3	100	2	6	7	72	13	0
201218420831	1	1	2	2	6	72	13	99
201218420831	2	1	2	2	6	72	13	0
201218420834	1	1	2	2	6	72	13	0
201218420834	2	1	2	2	6	72	13	0
201218420837	1	2	2	2	7	72	13	0
201218420837	2	2	2	2	7	72	13	0
201218420838	1	1	2	2	6	72	13	0
201218420838	2	1	2	2	6	72	13	0
201218420839	1	2	2	2	7	72	13	99
201218420839	2	2	2	2	7	72	13	99
201218420840	1	1	2	2	6	72	13	99
201218420840	2	1	2	2	6	72	13	0
201218420841	1	2	2	2	7	72	13	0
201218420841	2	2	2	2	7	72	13	0
201218420841	3	2	2	2	7	72	13	0
201218420841	4	2	2	2	7	72	13	0
201218420842	1	1	2	2	6	72	13	97
201218420843	1	2	2	2	7	72	13	0
201218420843	2	2	2	2	7	72	13	0
201218420844	1	1	2	2	6	72	13	99
201218420844	2	1	2	2	6	72	13	0
201218420845	1	2	2	2	7	72	13	99
201218420845	2	2	2	2	7	72	13	99
201218420847	1	2	2	2	7	72	13	0
201218420850	1	14	2	3	7	72	13	0
201218420850	2	14	2	3	7	72	13	0
201218420857	1	45	2	4	6	72	13	0
201218420978	1	226	2	4	7	72	13	99
201218420978	2	226	2	4	7	72	13	99
201218421022	1	2	2	2	7	72	13	0
201218421022	2	2	2	2	7	72	13	0
201218421023	1	2	2	2	7	72	13	0
201218421023	2	2	2	2	7	72	13	0
201218421025	1	2	2	2	7	72	13	0
201218421025	2	2	2	2	7	72	13	0
201218421026	1	2	2	2	7	72	13	99
201218421026	2	2	2	2	7	72	13	99
201218421027	1	2	2	2	7	72	13	0
201218421027	2	2	2	2	7	72	13	0
201218421029	1	2	2	2	7	72	13	0
201218421029	2	2	2	2	7	72	13	0
201218421030	1	2	2	2	7	72	13	0
201218421030	2	2	2	2	7	72	13	0
201218421038	1	14	2	3	7	72	13	0
201218421139	1	226	2	4	7	72	13	99
201218421139	2	226	2	4	7	72	13	0
201218421198	1	20	2	6	1	72	13	99
201218421198	2	20	2	6	1	72	13	99
201218421198	3	20	2	6	1	72	13	99
201218421205	1	1	2	2	1	72	13	98
201218421205	2	1	2	2	1	72	13	0
201218421206	1	1	2	2	1	72	13	0
201218421206	2	1	2	2	1	72	13	0
201218421207	1	3	2	3	1	72	13	7
201218421210	1	3	2	3	1	72	13	0
201218421210	2	3	2	3	1	72	13	0
201218421213	1	3	2	3	1	72	13	99
201218421213	2	3	2	3	1	72	13	0
201218421242	1	45	2	4	1	72	13	99
201218421242	2	45	2	4	1	72	13	99
201218421279	1	1	2	2	2	72	13	0
201218421279	2	1	2	2	2	72	13	0
201218421282	1	1	2	2	2	72	13	0
201218421282	2	1	2	2	2	72	13	0
201218421283	1	1	2	2	2	72	13	0
201218421283	2	1	2	2	2	72	13	0
201218421285	1	1	2	2	2	72	13	0
201218421285	2	1	2	2	2	72	13	0
201218421286	1	1	2	2	2	72	13	0
201218421286	2	1	2	2	2	72	13	0
201218421287	1	1	2	2	2	72	13	99
201218421288	1	3	2	3	2	72	13	0
201218421291	1	1	2	2	2	72	13	0
201218421291	2	1	2	2	2	72	13	0
201218421309	1	1	2	2	3	72	13	0
201218421309	2	1	2	2	3	72	13	0
201218421316	1	1	2	2	3	72	13	99
201218421316	2	1	2	2	3	72	13	0
201218421317	1	1	2	2	3	72	13	0
201218421317	2	1	2	2	3	72	13	0
201218421318	1	1	2	2	3	72	13	0
201218421318	2	1	2	2	3	72	13	0
201218421319	1	1	2	2	3	72	13	0
201218421319	2	1	2	2	3	72	13	0
201218421320	1	1	2	2	3	72	13	0
201218421320	2	1	2	2	3	72	13	99
201218421322	1	3	2	3	3	72	13	0
201218421353	1	45	2	4	3	72	13	99
201218421353	2	45	2	4	3	72	13	0
201218421382	1	1	2	2	3	72	13	0
201218421383	1	1	2	2	4	72	13	0
201218421383	2	1	2	2	4	72	13	0
201218421387	1	1	2	2	4	72	13	0
201218421387	2	1	2	2	4	72	13	0
201218421388	1	1	2	2	4	72	13	0
201218421388	2	1	2	2	4	72	13	0
201218421388	3	1	2	2	4	72	13	0
201218421389	1	1	2	2	4	72	13	0
201218421389	2	1	2	2	4	72	13	0
201218421390	1	3	2	3	4	72	13	0
201218421414	1	45	2	4	4	72	13	0
201218421414	2	45	2	4	4	72	13	0
201218421451	1	10	2	5	6	72	13	0
201218421451	2	10	2	5	6	72	13	0
201218421451	3	10	2	5	6	72	13	99
201218421451	4	10	2	5	6	72	13	99
201218421451	5	10	2	5	6	72	13	99
201218421451	6	10	2	5	6	72	13	0
201218421452	1	1	2	2	6	72	13	0
201218421452	2	1	2	2	6	72	13	0
201218421461	1	1	2	2	6	72	13	0
201218421461	2	1	2	2	6	72	13	0
201218421462	1	1	2	2	6	72	13	99
201218421462	2	1	2	2	6	72	13	0
201218421462	3	1	2	2	6	72	13	0
201218421463	1	1	2	2	6	72	13	0
201218421464	1	1	2	2	6	72	13	0
201218421465	1	1	2	2	6	72	13	0
201218421466	1	3	2	3	6	72	13	0
201218421466	2	3	2	3	6	72	13	0
201218421481	1	45	2	4	6	72	13	99
201218421481	2	45	2	4	6	72	13	0
201218421518	1	2	2	1	7	72	13	0
201218421519	1	2	2	1	7	72	13	0
201218421519	2	2	2	1	7	72	13	0
201218421520	1	2	2	1	7	72	13	0
201218421522	1	2	2	1	7	72	13	0
201218421522	2	2	2	1	7	72	13	0
201218421523	1	2	2	1	7	72	13	0
201218421532	1	50	2	5	7	72	13	0
201218421532	2	50	2	5	7	72	13	0
201218421534	1	2	2	2	7	72	13	0
201218421534	2	2	2	2	7	72	13	0
201218421546	1	100	2	6	7	72	13	0
201218421546	2	100	2	6	7	72	13	0
201218421546	3	100	2	6	7	72	13	0
201218421546	4	100	2	6	7	72	13	0
201218421583	1	2	2	2	7	72	13	0
201218421583	2	2	2	2	7	72	13	0
201218421583	3	2	2	2	7	72	13	0
201218421584	1	2	2	2	7	72	13	0
201218421584	2	2	2	2	7	72	13	0
201218421585	1	2	2	2	7	72	13	0
201218421585	2	2	2	2	7	72	13	0
201218421586	1	2	2	2	7	72	13	99
201218421586	2	2	2	2	7	72	13	99
201218421587	1	2	2	2	7	72	13	99
201218421587	2	2	2	2	7	72	13	99
201218421588	1	2	2	2	7	72	13	0
201218421588	2	2	2	2	7	72	13	0
201218421589	1	2	2	2	7	72	13	99
201218421667	1	226	2	4	7	72	13	99
201218421667	2	226	2	4	7	72	13	99
