CASENUM	VEH_NO	PER_NO	WEIGHT	REGION	STRATUM	PJ	PSU	PSUSTRAT	MTM_CRSH
201228108428	0	1	243.21251	2	4	10	29	5	1
201228108484	0	1	61.5243	2	3	3	31	6	2
201228108611	0	1	61.5243	2	3	2	31	6	0
201228108708	0	1	121.606255	2	3	10	29	5	12
201228108784	0	1	246.0972	2	4	3	31	6	1
201228108797	0	1	61.5243	2	3	3	31	6	0
201228108798	0	1	246.0972	2	4	3	31	6	0
201228108802	0	1	61.5243	2	3	3	31	6	0
201228108804	0	1	246.0972	2	4	3	31	6	1
201228108804	0	1	246.0972	2	4	3	31	6	2
201228108943	0	1	43.973436	2	3	5	29	5	21
201228109055	0	1	61.5243	2	3	2	31	6	4
201228109144	0	1	246.0972	2	4	3	31	6	0
201228109426	0	1	61.5243	2	3	4	31	6	1
201228109782	0	1	61.5243	2	3	3	31	6	1
201228109782	0	1	61.5243	2	3	3	31	6	2
201228109904	0	1	243.21251	2	4	10	29	5	0
201228223164	0	1	11.319336	2	3	1	30	4	99
201228223293	0	1	11.319336	2	3	1	30	4	0
201228223644	0	1	226.38672	2	4	1	30	4	0
201228223703	0	1	11.319336	2	3	1	30	4	4
201228223759	0	1	226.38672	2	4	1	30	4	0
201228223788	0	1	11.319336	2	3	1	30	4	2
201228223788	0	1	11.319336	2	3	1	30	4	12
201228223807	0	1	11.319336	2	3	1	30	4	0
201228223842	0	1	11.319336	2	3	1	30	4	0
201228223861	0	1	11.319336	2	3	1	30	4	12
201228224038	0	1	11.319336	2	3	1	30	4	1
201228224053	0	1	11.319336	2	3	1	30	4	1
201228224092	0	1	11.319336	2	3	1	30	4	0
201228224270	0	1	11.319336	2	3	1	30	4	0
201228224359	0	1	11.319336	2	3	1	30	4	0
201228224852	0	1	11.319336	2	3	1	30	4	12
201228225033	0	1	11.319336	2	3	1	30	4	1
201228225033	0	1	11.319336	2	3	1	30	4	2
201228225051	0	1	11.319336	2	3	1	30	4	2
201228225051	0	1	11.319336	2	3	1	30	4	12
201228225281	0	1	11.319336	2	3	1	30	4	1
201228225281	0	1	11.319336	2	3	1	30	4	2
201228226150	0	1	11.319336	2	3	1	30	4	2
201228226166	0	1	11.319336	2	3	1	30	4	2
201228226166	0	1	11.319336	2	3	1	30	4	21
201228226195	0	1	11.319336	2	3	1	30	4	1
201228226195	0	1	11.319336	2	3	1	30	4	2
201228226195	0	1	11.319336	2	3	1	30	4	6
201228226324	0	1	11.319336	2	3	1	30	4	99
201228226325	0	1	11.319336	2	3	1	30	4	12
201228226450	0	1	11.319336	2	3	1	30	4	0
201228227067	0	1	11.319336	2	3	1	30	4	2
201228227067	0	1	11.319336	2	3	1	30	4	12
201228227308	0	1	11.319336	2	3	1	30	4	1
201228227358	0	1	11.319336	2	3	1	30	4	2
201228227398	0	1	11.319336	2	3	1	30	4	19
201228227617	0	1	11.319336	2	3	1	30	4	1
201228227619	0	1	11.319336	2	3	1	30	4	0
201228227619	0	2	11.319336	2	3	1	30	4	0
201228227727	0	1	11.319336	2	3	1	30	4	7
201228228014	0	1	11.319336	2	3	1	30	4	7
201228228067	0	1	11.319336	2	3	1	30	4	0
201228228109	0	1	11.319336	2	3	1	30	4	12
201228228123	0	1	11.319336	2	3	1	30	4	2
201228228123	0	1	11.319336	2	3	1	30	4	3
201228228130	0	1	11.319336	2	3	1	30	4	2
201228228130	0	1	11.319336	2	3	1	30	4	3
201228228216	0	1	11.319336	2	3	1	30	4	0
201228228467	0	1	17.1835	2	3	2	29	5	2
201228228531	0	1	11.319336	2	3	1	30	4	1
201228228546	0	1	11.319336	2	3	1	30	4	1
201228228546	0	1	11.319336	2	3	1	30	4	2
201228228573	0	1	11.319336	2	3	1	30	4	0
201228228606	0	1	11.319336	2	3	1	30	4	1
201228228625	0	1	11.319336	2	3	1	30	4	1
201228228625	0	1	11.319336	2	3	1	30	4	2
201228228663	0	1	61.5243	2	3	1	31	6	0
201228228790	0	1	11.319336	2	3	1	30	4	0
201228228962	0	1	11.319336	2	3	1	30	4	0
201228229353	0	1	11.319336	2	3	1	30	4	2
201228229353	0	1	11.319336	2	3	1	30	4	6
201228229503	0	1	11.319336	2	3	1	30	4	2
201228229503	0	1	11.319336	2	3	1	30	4	3
201228229548	0	1	11.319336	2	3	1	30	4	0
201228229562	0	1	11.319336	2	3	1	30	4	6
201228229562	0	1	11.319336	2	3	1	30	4	1
201228229567	0	1	11.319336	2	3	1	30	4	0
201228229567	0	2	11.319336	2	3	1	30	4	0
201228229648	0	1	11.319336	2	3	1	30	4	1
201228229664	0	1	11.319336	2	3	1	30	4	1
201228229708	0	1	11.319336	2	3	1	30	4	1
201228229708	0	1	11.319336	2	3	1	30	4	12
201228229711	0	1	11.319336	2	3	1	30	4	21
201228229748	0	1	13.5968	2	3	2	30	4	0
201228230052	0	1	11.319336	2	3	1	30	4	0
201228230063	0	1	11.319336	2	3	1	30	4	0
201228230252	0	1	11.319336	2	3	1	30	4	0
201228230260	0	1	11.319336	2	3	1	30	4	1
201228230262	0	1	11.319336	2	3	1	30	4	0
201228230529	0	1	11.319336	2	3	1	30	4	2
201228230529	0	1	11.319336	2	3	1	30	4	3
201228230568	0	1	11.319336	2	3	1	30	4	1
201228230568	0	1	11.319336	2	3	1	30	4	2
201228230568	0	1	11.319336	2	3	1	30	4	3
201228230784	0	1	11.319336	2	3	1	30	4	2
201228230784	0	1	11.319336	2	3	1	30	4	12
201228230819	0	1	123.0486	2	6	1	31	6	0
201228230819	0	2	123.0486	2	6	1	31	6	0
201228230819	0	3	123.0486	2	6	1	31	6	0
201228230819	0	4	123.0486	2	6	1	31	6	0
201228230819	0	5	123.0486	2	6	1	31	6	0
201228230819	0	6	123.0486	2	6	1	31	6	0
201228230819	0	7	123.0486	2	6	1	31	6	0
201228230937	0	1	45.277344	2	5	1	30	4	0
201228230937	0	2	45.277344	2	5	1	30	4	0
201228230937	0	3	45.277344	2	5	1	30	4	0
201228231122	0	1	11.319336	2	3	1	30	4	99
201228231128	0	1	11.319336	2	3	1	30	4	1
201228231165	0	1	13.5968	2	3	2	30	4	1
201228231241	0	1	13.5968	2	3	2	30	4	0
201228231375	0	1	11.319336	2	3	1	30	4	2
201228231375	0	1	11.319336	2	3	1	30	4	12
201228231542	0	1	11.319336	2	3	1	30	4	1
201228231542	0	1	11.319336	2	3	1	30	4	12
201228231579	0	1	11.319336	2	3	1	30	4	2
201228231579	0	1	11.319336	2	3	1	30	4	6
201228231602	0	1	11.319336	2	3	1	30	4	1
201228231602	0	1	11.319336	2	3	1	30	4	2
201228231602	0	1	11.319336	2	3	1	30	4	3
201228231602	0	2	11.319336	2	3	1	30	4	1
201228231602	0	2	11.319336	2	3	1	30	4	2
201228231602	0	2	11.319336	2	3	1	30	4	3
201228231608	0	1	11.319336	2	3	1	30	4	99
201228231837	0	1	11.319336	2	3	1	30	4	19
201228231968	0	1	11.319336	2	3	1	30	4	0
201228232090	0	1	11.319336	2	3	1	30	4	1
201228232151	0	1	11.319336	2	3	1	30	4	12
201228232151	0	1	11.319336	2	3	1	30	4	2
201228232151	0	1	11.319336	2	3	1	30	4	3
201228232151	0	1	11.319336	2	3	1	30	4	6
201228232158	0	1	11.319336	2	3	1	30	4	0
201228232228	0	1	17.1835	2	3	2	29	5	19
201228232336	0	1	3.3992	2	1	2	30	4	0
201228232431	0	1	11.319336	2	3	1	30	4	0
201228232462	0	1	11.319336	2	3	1	30	4	0
201228232471	0	1	11.319336	2	3	1	30	4	0
201228232476	0	1	11.319336	2	3	1	30	4	0
201228232623	0	1	11.319336	2	3	1	30	4	0
201228232650	0	1	11.319336	2	3	1	30	4	0
201228232650	0	2	11.319336	2	3	1	30	4	0
201228232916	0	1	11.319336	2	3	1	30	4	13
201228232916	0	1	11.319336	2	3	1	30	4	19
201228233113	0	1	11.319336	2	3	1	30	4	0
201228233147	0	1	11.319336	2	3	1	30	4	2
201228233147	0	1	11.319336	2	3	1	30	4	12
201228233316	0	1	226.38672	2	4	1	30	4	99
201228233344	0	1	11.319336	2	3	1	30	4	1
201228233537	0	1	11.319336	2	3	1	30	4	14
201228233585	0	1	11.319336	2	3	1	30	4	0
201228233708	0	1	11.319336	2	3	1	30	4	10
201228233722	0	1	11.319336	2	3	1	30	4	99
201228233771	0	1	11.319336	2	3	1	30	4	0
201228234225	0	1	11.319336	2	3	1	30	4	1
201228234225	0	1	11.319336	2	3	1	30	4	2
201228234267	0	1	11.319336	2	3	1	30	4	0
201228234295	0	1	11.319336	2	3	1	30	4	0
201228234670	0	1	246.0972	2	4	1	31	6	0
201228307251	0	1	238.9653	3	4	1	51	9	4
201228307251	0	2	238.9653	3	4	1	51	9	4
201228307279	0	1	79.6551	3	3	1	51	9	12
201228307279	0	1	79.6551	3	3	1	51	9	2
201228307411	0	1	79.6551	3	3	1	51	9	2
201228307411	0	1	79.6551	3	3	1	51	9	10
201228307522	0	1	79.6551	3	3	1	51	9	19
201228307829	0	1	238.9653	3	4	1	51	9	7
201228307829	0	1	238.9653	3	4	1	51	9	9
201228307898	0	1	79.6551	3	3	1	51	9	1
201228307898	0	1	79.6551	3	3	1	51	9	2
201228307910	0	1	79.6551	3	3	1	51	9	1
201228307910	0	1	79.6551	3	3	1	51	9	2
201228307989	0	1	79.6551	3	3	1	51	9	1
201228307989	0	1	79.6551	3	3	1	51	9	2
201228308057	0	1	79.6551	3	3	1	51	9	0
201228308149	0	1	79.6551	3	3	1	51	9	0
201228308182	0	1	79.6551	3	3	1	51	9	0
201228309004	0	1	79.6551	3	6	2	51	9	2
201228309004	0	1	79.6551	3	6	2	51	9	19
201228309232	0	1	79.6551	3	3	1	51	9	1
201228309232	0	1	79.6551	3	3	1	51	9	2
201228309322	0	1	79.6551	3	3	1	51	9	1
201228309322	0	1	79.6551	3	3	1	51	9	2
201228309401	0	1	79.6551	3	3	1	51	9	0
201228309688	0	1	79.6551	3	3	1	51	9	2
201228309688	0	1	79.6551	3	3	1	51	9	1
201228309719	0	1	79.6551	3	3	1	51	9	2
201228309944	0	1	79.6551	3	3	1	51	9	1
201228309944	0	1	79.6551	3	3	1	51	9	2
201228310420	0	1	238.9653	3	4	1	51	9	2
201228310441	0	1	79.6551	3	3	1	51	9	0
201228310588	0	1	79.6551	3	3	1	51	9	9
201228310773	0	1	79.6551	3	3	1	51	9	13
201228310773	0	1	79.6551	3	3	1	51	9	14
201228310780	0	1	79.6551	3	3	2	51	9	19
201228311179	0	1	79.6551	3	3	1	51	9	1
201228311179	0	1	79.6551	3	3	1	51	9	2
201228311226	0	1	79.6551	3	6	1	51	9	0
201228311404	0	1	79.6551	3	3	1	51	9	0
201228311521	0	1	79.6551	3	2	2	51	9	1
201228311586	0	1	79.6551	3	5	1	51	9	0
201228311586	0	2	79.6551	3	5	1	51	9	0
201228311586	0	3	79.6551	3	5	1	51	9	0
201228311586	0	4	79.6551	3	5	1	51	9	0
201228311655	0	1	238.9653	3	4	1	51	9	0
201228311668	0	1	79.6551	3	3	1	51	9	2
201228311668	0	1	79.6551	3	3	1	51	9	19
201228311734	0	1	79.6551	3	3	2	51	9	0
201228311869	0	1	79.6551	3	3	1	51	9	2
201228311871	0	1	79.6551	3	3	1	51	9	0
201228312070	0	1	79.6551	3	3	1	51	9	0
201228312076	0	1	238.9653	3	4	1	51	9	2
201228312076	0	1	238.9653	3	4	1	51	9	1
201228312381	0	1	79.6551	3	3	1	51	9	9
201228312381	0	1	79.6551	3	3	1	51	9	2
201228312381	0	1	79.6551	3	3	1	51	9	3
201228312602	0	1	79.6551	3	3	1	51	9	2
201228312602	0	1	79.6551	3	3	1	51	9	12
201228418741	0	1	24.553	3	3	2	62	8	2
201228418741	0	1	24.553	3	3	2	62	8	12
201228421109	0	1	24.553	3	3	3	62	8	13
201228421282	0	1	24.553	3	3	4	62	8	0
201228421350	0	1	24.553	3	3	3	62	8	0
201228421373	0	1	24.553	3	3	2	62	8	3
201228421373	0	1	24.553	3	3	2	62	8	2
201228421442	0	1	24.553	3	3	5	62	8	98
201228422537	0	1	24.553	3	3	2	62	8	2
201228422537	0	1	24.553	3	3	2	62	8	3
201228422537	0	1	24.553	3	3	2	62	8	9
201228422821	0	1	24.553	3	3	17	62	8	21
201228422821	0	2	24.553	3	3	17	62	8	21
201228423030	0	1	24.553	3	3	3	62	8	0
201228423364	0	1	24.553	3	3	2	62	8	0
201228423427	0	1	24.553	3	3	3	62	8	6
201228423447	0	1	40.029247	3	3	6	62	8	1
201228423447	0	1	40.029247	3	3	6	62	8	2
201228423572	0	1	98.212	3	6	4	62	8	2
201228423618	0	1	24.553	3	3	2	62	8	2
201228423944	0	1	49.106	3	5	5	62	8	0
201228423944	0	2	49.106	3	5	5	62	8	0
201228423944	0	3	49.106	3	5	5	62	8	0
201228424256	0	1	24.553	3	3	5	62	8	1
201228520484	0	1	9.4404	3	3	1	64	7	0
201228520484	0	2	9.4404	3	3	1	64	7	0
201228520883	0	1	9.4404	3	3	1	64	7	2
201228520883	0	1	9.4404	3	3	1	64	7	12
201228521051	0	1	9.4404	3	3	1	64	7	1
201228521066	0	1	9.4404	3	3	1	64	7	1
201228521074	0	1	9.4404	3	3	1	64	7	7
201228521547	0	1	9.4404	3	3	1	64	7	1
201228521547	0	1	9.4404	3	3	1	64	7	2
201228521647	0	1	9.4404	3	3	1	64	7	1
201228521647	0	1	9.4404	3	3	1	64	7	2
201228521791	0	1	9.4404	3	3	1	64	7	1
201228521791	0	1	9.4404	3	3	1	64	7	2
201228521795	0	1	9.4404	3	3	1	64	7	1
201228521795	0	1	9.4404	3	3	1	64	7	2
201228521819	0	1	9.4404	3	3	1	64	7	1
201228521819	0	1	9.4404	3	3	1	64	7	2
201228523214	0	1	9.4404	3	3	1	64	7	0
201228523294	0	1	14.1606	3	3	2	64	7	2
201228523540	0	1	9.4404	3	3	1	64	7	0
201228523648	0	1	9.4404	3	3	1	64	7	0
201228523650	0	1	9.4404	3	3	1	64	7	0
201228523794	0	1	9.4404	3	3	1	64	7	2
201228523992	0	1	9.4404	3	3	1	64	7	98
201228524045	0	1	9.4404	3	3	1	64	7	99
201228524503	0	1	9.4404	3	3	1	64	7	0
201228524627	0	1	9.4404	3	3	1	64	7	1
201228524627	0	1	9.4404	3	3	1	64	7	2
201228524715	0	1	9.4404	3	3	1	64	7	2
201228524715	0	1	9.4404	3	3	1	64	7	3
201228524733	0	1	9.4404	3	3	1	64	7	1
201228524733	0	1	9.4404	3	3	1	64	7	2
201228525363	0	1	9.4404	3	3	1	64	7	0
201228525446	0	1	9.4404	3	3	1	64	7	2
201228525537	0	1	9.4404	3	3	1	64	7	1
201228525825	0	1	9.4404	3	2	1	64	7	0
201228525913	0	1	9.4404	3	3	1	64	7	10
201228525913	0	2	9.4404	3	3	1	64	7	10
201228525923	0	1	9.4404	3	3	1	64	7	1
201228526022	0	1	9.4404	3	3	1	64	7	0
201228526022	0	2	9.4404	3	3	1	64	7	0
201228526228	0	1	9.4404	3	3	1	64	7	1
201228526228	0	1	9.4404	3	3	1	64	7	2
201228526340	0	1	9.4404	3	3	1	64	7	0
201228526372	0	1	9.4404	3	3	1	64	7	0
201228526372	0	2	9.4404	3	3	1	64	7	0
201228526372	0	3	9.4404	3	3	1	64	7	0
201228526538	0	1	9.4404	3	3	1	64	7	2
201228526715	0	1	9.4404	3	2	1	64	7	2
201228526828	0	1	9.4404	3	3	1	64	7	2
201228527377	0	1	9.4404	3	3	1	64	7	1
201228527377	0	1	9.4404	3	3	1	64	7	12
201228527675	0	1	9.4404	3	3	1	64	7	0
201228528175	0	1	9.4404	3	3	1	64	7	0
201228528204	0	1	9.4404	3	3	1	64	7	1
201228528210	0	1	9.4404	3	3	1	64	7	1
201228528303	0	1	9.4404	3	3	1	64	7	2
201228528303	0	1	9.4404	3	3	1	64	7	7
201228528387	0	1	9.4404	3	3	1	64	7	99
201228528531	0	1	9.4404	3	1	1	64	7	0
201228528630	0	1	4.7202	3	2	2	64	7	4
201228528844	0	1	9.4404	3	3	1	64	7	99
201228528923	0	1	9.4404	3	3	1	64	7	0
201228528926	0	1	9.4404	3	3	1	64	7	0
201228528940	0	1	9.4404	3	3	1	64	7	0
201228529152	0	1	9.4404	3	3	1	64	7	0
201228529342	0	1	9.4404	3	3	1	64	7	1
201228529386	0	1	9.4404	3	3	1	64	7	1
201228529441	0	1	9.4404	3	3	1	64	7	4
201228529441	0	2	9.4404	3	3	1	64	7	4
201228529441	0	3	9.4404	3	3	1	64	7	4
201228529441	0	4	9.4404	3	3	1	64	7	4
201228529616	0	1	9.4404	3	3	1	64	7	2
201228529903	0	1	9.4404	3	3	1	64	7	3
201228529962	0	1	9.4404	3	3	1	64	7	2
201228529970	0	1	9.4404	3	3	1	64	7	0
201228530105	0	1	9.4404	3	3	1	64	7	19
201228530105	0	1	9.4404	3	3	1	64	7	2
201228530105	0	1	9.4404	3	3	1	64	7	12
201228530230	0	1	9.4404	3	3	1	64	7	1
201228530230	0	1	9.4404	3	3	1	64	7	2
201228530255	0	1	9.4404	3	3	1	64	7	1
201228530255	0	1	9.4404	3	3	1	64	7	2
201228530490	0	1	9.4404	3	3	1	64	7	1
201228530493	0	1	9.4404	3	3	1	64	7	99
201228530500	0	1	9.4404	3	3	1	64	7	2
201228530506	0	1	9.4404	3	3	1	64	7	2
201228530550	0	1	9.4404	3	3	1	64	7	2
201228530559	0	1	9.4404	3	3	1	64	7	1
201228530594	0	1	9.4404	3	3	1	64	7	2
201228531051	0	1	9.4404	3	3	1	64	7	19
201228531242	0	1	9.4404	3	3	1	64	7	0
201228531242	0	2	9.4404	3	3	1	64	7	0
201228531274	0	1	9.4404	3	3	1	64	7	0
201228531459	0	1	9.4404	3	3	1	64	7	1
201228531459	0	1	9.4404	3	3	1	64	7	2
201228531651	0	1	9.4404	3	3	1	64	7	0
201228531654	0	1	9.4404	3	3	1	64	7	4
201228531835	0	1	9.4404	3	1	1	64	7	0
201228531835	0	2	9.4404	3	1	1	64	7	0
201228531844	0	1	9.4404	3	3	1	64	7	13
201228531908	0	1	9.4404	3	3	1	64	7	1
201228531908	0	1	9.4404	3	3	1	64	7	12
201228532211	0	1	9.4404	3	3	1	64	7	1
201228532211	0	1	9.4404	3	3	1	64	7	2
201228532222	0	1	9.4404	3	3	1	64	7	14
201228532395	0	1	9.4404	3	3	1	64	7	1
201228532395	0	1	9.4404	3	3	1	64	7	2
201228532427	0	1	9.4404	3	3	1	64	7	2
201228532427	0	1	9.4404	3	3	1	64	7	1
201228532477	0	1	9.4404	3	3	1	64	7	0
201228532493	0	1	9.4404	3	3	1	64	7	0
201228532493	0	2	9.4404	3	3	1	64	7	0
201228532528	0	1	9.4404	3	3	1	64	7	99
201228532738	0	1	9.4404	3	3	1	64	7	12
201228710743	0	1	12.3468	2	3	1	71	5	2
201228710774	0	1	12.3468	2	3	1	71	5	0
201228710824	0	1	12.3468	2	3	2	71	5	1
201228710824	0	1	12.3468	2	3	2	71	5	2
201228710883	0	1	12.3468	2	3	5	71	5	19
201228710895	0	1	12.3468	2	3	5	71	5	0
201228711049	0	1	12.3468	2	3	4	71	5	0
201228712030	0	1	12.3468	2	3	1	71	5	0
201228712121	0	1	12.3468	2	3	2	71	5	1
201228712296	0	1	12.3468	2	3	2	71	5	1
201228712395	0	1	12.3468	2	3	1	71	5	0
201228712539	0	1	12.3468	2	3	1	71	5	0
201228712755	0	1	12.3468	2	3	1	71	5	0
201228712862	0	1	12.3468	2	3	2	71	5	0
201228712972	0	1	12.3468	2	3	1	71	5	0
201228713041	0	1	12.3468	2	3	3	71	5	0
201228713222	0	1	12.3468	2	3	3	71	5	15
201228713234	0	1	12.3468	2	3	3	71	5	2
201228713234	0	1	12.3468	2	3	3	71	5	19
201228713245	0	1	12.3468	2	3	3	71	5	0
201228713260	0	1	12.3468	2	2	4	71	5	1
201228713335	0	1	12.3468	2	3	1	71	5	0
201228713352	0	1	12.3468	2	3	1	71	5	0
201228713370	0	1	12.3468	2	3	3	71	5	0
201228713407	0	1	12.3468	2	3	5	71	5	0
201228713450	0	1	12.3468	2	3	2	71	5	0
201228713490	0	1	12.3468	2	3	2	71	5	0
201228713556	0	1	12.3468	2	3	1	71	5	1
201228713586	0	1	12.3468	2	3	1	71	5	99
201228713623	0	1	12.3468	2	3	1	71	5	0
201228713641	0	1	12.3468	2	3	1	71	5	0
201228713731	0	1	12.3468	2	3	3	71	5	19
201228713745	0	1	12.3468	2	3	3	71	5	0
201228713777	0	1	98.7744	2	6	5	71	5	2
201228713948	0	1	12.3468	2	3	3	71	5	0
201228713962	0	1	12.3468	2	3	5	71	5	1
201228713962	0	1	12.3468	2	3	5	71	5	2
201228713966	0	1	12.3468	2	3	5	71	5	0
201228714038	0	1	12.3468	2	3	1	71	5	2
201228714038	0	1	12.3468	2	3	1	71	5	3
201228714083	0	1	12.3468	2	3	1	71	5	1
201228714214	0	1	12.3468	2	3	2	71	5	1
201228714238	0	1	12.3468	2	3	3	71	5	0
201228714431	0	1	12.3468	2	3	2	71	5	0
201228714446	0	1	12.3468	2	3	2	71	5	0
201228714489	0	1	12.3468	2	3	4	71	5	1
201228714489	0	1	12.3468	2	3	4	71	5	2
201228714525	0	1	12.3468	2	3	3	71	5	0
201228714569	0	1	40.211923	2	3	7	71	5	0
201228714665	0	1	12.3468	2	3	3	71	5	1
201228714665	0	2	12.3468	2	3	3	71	5	1
201228714682	0	1	81.130823	2	3	10	71	5	1
201228714707	0	1	81.130823	2	3	10	71	5	0
201228714811	0	1	12.3468	2	3	2	71	5	1
201228714814	0	1	12.3468	2	3	2	71	5	0
201228715080	0	1	12.3468	2	3	3	71	5	1
201228715530	0	1	81.130823	2	3	10	71	5	21
201228715530	0	1	81.130823	2	3	10	71	5	13
201228715530	0	1	81.130823	2	3	10	71	5	14
201228715530	0	1	81.130823	2	3	10	71	5	19
201228715648	0	1	12.3468	2	3	2	71	5	0
201228715896	0	1	81.130823	2	3	10	71	5	2
201228716291	0	1	12.3468	2	3	1	71	5	0
201228815901	0	1	14.6444	4	3	5	77	11	0
201228816055	0	1	14.6444	4	3	2	77	11	0
201228816184	0	1	14.6444	4	3	2	77	11	9
201228816514	0	1	3.6611	4	2	6	77	11	0
201228816645	0	1	14.6444	4	3	2	77	11	0
201228816645	0	2	14.6444	4	3	2	77	11	0
201228818046	0	1	14.6444	4	3	2	77	11	0
201228818210	0	1	14.6444	4	3	1	77	11	0
201228818331	0	1	14.6444	4	3	1	77	11	9
201228818331	0	1	14.6444	4	3	1	77	11	10
201228818379	0	1	14.6444	4	3	1	77	11	0
201228818390	0	1	14.6444	4	3	1	77	11	0
201228818435	0	1	14.6444	4	3	1	77	11	0
201228818445	0	1	14.6444	4	3	1	77	11	2
201228818445	0	1	14.6444	4	3	1	77	11	3
201228818487	0	1	7.3222	4	2	1	77	11	0
201228818499	0	1	14.6444	4	3	1	77	11	0
201228818543	0	1	14.6444	4	3	2	77	11	0
201228818613	0	1	14.6444	4	3	5	77	11	0
201228818719	0	1	14.6444	4	3	1	77	11	12
201228818722	0	1	14.6444	4	3	1	77	11	0
201228818764	0	1	14.6444	4	3	1	77	11	0
201228818974	0	1	14.6444	4	3	1	77	11	1
201228818986	0	1	14.6444	4	3	1	77	11	0
201228819017	0	1	14.6444	4	3	1	77	11	1
201228819017	0	1	14.6444	4	3	1	77	11	2
201228819025	0	1	14.6444	4	3	1	77	11	1
201228819025	0	1	14.6444	4	3	1	77	11	2
201228819156	0	1	14.6444	4	3	1	77	11	99
201228819187	0	1	14.6444	4	3	1	77	11	4
201228819271	0	1	14.6444	4	3	2	77	11	2
201228819475	0	1	14.6444	4	3	1	77	11	2
201228819501	0	1	14.6444	4	3	1	77	11	9
201228819506	0	1	14.6444	4	3	1	77	11	1
201228819709	0	1	14.6444	4	3	1	77	11	2
201228819709	0	1	14.6444	4	3	1	77	11	1
201228819718	0	1	14.6444	4	3	1	77	11	0
201228819878	0	1	3.6611	4	2	3	77	11	12
201228819934	0	1	14.6444	4	3	1	77	11	21
201228819950	0	1	14.6444	4	3	1	77	11	2
201228819950	0	1	14.6444	4	3	1	77	11	12
201228820070	0	1	14.6444	4	3	2	77	11	2
201228820070	0	1	14.6444	4	3	2	77	11	3
201228820080	0	1	14.6444	4	3	1	77	11	0
201228820109	0	1	14.6444	4	3	1	77	11	2
201228820185	0	1	14.6444	4	3	5	77	11	0
201228820427	0	1	14.6444	4	3	1	77	11	9
201228820440	0	1	14.6444	4	3	1	77	11	2
201228820440	0	1	14.6444	4	3	1	77	11	3
201228820450	0	1	14.6444	4	3	1	77	11	4
201228820500	0	1	14.6444	4	3	1	77	11	0
201228820525	0	1	14.6444	4	3	1	77	11	0
201228820563	0	1	14.6444	4	3	1	77	11	12
201228820572	0	1	14.6444	4	3	1	77	11	2
201228820610	0	1	14.6444	4	3	2	77	11	0
201228820654	0	1	14.6444	4	3	1	77	11	99
201228820658	0	1	14.6444	4	3	1	77	11	10
201228820697	0	1	7.3222	4	2	1	77	11	0
201228820716	0	1	14.6444	4	3	1	77	11	0
201228820723	0	1	14.6444	4	3	1	77	11	99
201228821511	0	1	14.6444	4	3	2	77	11	2
201228821511	0	1	14.6444	4	3	2	77	11	3
201228821511	0	1	14.6444	4	3	2	77	11	6
201228821653	0	1	14.6444	4	3	1	77	11	2
201228821732	0	1	14.6444	4	3	6	77	11	1
201228821732	0	1	14.6444	4	3	6	77	11	12
201228821855	0	1	14.6444	4	3	2	77	11	9
201228821907	0	1	14.6444	4	3	1	77	11	1
201228821907	0	1	14.6444	4	3	1	77	11	6
201228821985	0	1	14.6444	4	3	2	77	11	99
201228822044	0	1	14.6444	4	3	2	77	11	0
201228822107	0	1	14.6444	4	3	2	77	11	0
201228822338	0	1	14.6444	4	3	1	77	11	0
201228822373	0	1	14.6444	4	3	1	77	11	12
201228822406	0	1	14.6444	4	3	1	77	11	2
201228822445	0	1	14.6444	4	3	4	77	11	0
201228822650	0	1	14.6444	4	3	2	77	11	0
201228822749	0	1	14.6444	4	3	1	77	11	0
201228822927	0	1	14.6444	4	3	1	77	11	0
201228822936	0	1	14.6444	4	3	1	77	11	2
201228822936	0	1	14.6444	4	3	1	77	11	12
201228822943	0	1	7.3222	4	1	1	77	11	0
201228822966	0	1	14.6444	4	3	1	77	11	2
201228822981	0	1	14.6444	4	3	1	77	11	0
201228823280	0	1	14.6444	4	3	1	77	11	0
201228823314	0	1	14.6444	4	3	1	77	11	0
201228823326	0	1	14.6444	4	3	1	77	11	5
201228823418	0	1	14.6444	4	3	1	77	11	2
201228823455	0	1	14.6444	4	3	1	77	11	21
201228823646	0	1	14.6444	4	3	1	77	11	2
201228823646	0	1	14.6444	4	3	1	77	11	3
201228823882	0	1	14.6444	4	3	1	77	11	21
201228823903	0	1	14.6444	4	3	1	77	11	2
201228823982	0	1	14.6444	4	3	1	77	11	0
201228824061	0	1	14.6444	4	3	1	77	11	0
201228824061	0	2	14.6444	4	3	1	77	11	0
201228913458	0	1	13.1252	4	3	1	80	11	0
201228913533	0	1	13.1252	4	3	3	80	11	1
201228913686	0	1	13.1252	4	3	1	80	11	0
201228913900	0	1	13.1252	4	3	4	80	11	7
201228914112	0	1	13.1252	4	3	1	80	11	12
201228914184	0	1	13.1252	4	3	3	80	11	0
201228914200	0	1	13.1252	4	3	1	80	11	0
201228914232	0	1	13.1252	4	3	1	80	11	0
201228914270	0	1	12.530497	4	3	5	80	11	0
201228914543	0	1	13.1252	4	3	4	80	11	0
201228914562	0	1	12.530497	4	3	5	80	11	2
201228914562	0	1	12.530497	4	3	5	80	11	1
201228914690	0	1	13.1252	4	3	1	80	11	0
201228914718	0	1	13.1252	4	3	1	80	11	0
201228916063	0	1	13.1252	4	3	1	80	11	2
